"","marital","divorce","widowed","agekdbrn","happy","hapmar","hapcohab","age","degree","income","relgion","life"
"238","Divorced",NA,"No ",23,"Pretyy Happy",NA,NA,33,"High School","$25,000 or more","None","Exciting"
"239","Married","No ","No ",NA,"Pretyy Happy","Very Happy",NA,58,"Graduate","$25,000 or more","Catholic ","Routine"
"240","Divorced",NA,"No ",20,"Pretyy Happy",NA,NA,49,"<High School","$10,000 to $14,999","Buddhism","Routine"
"241","Widowed","No ",NA,21,"Pretyy Happy",NA,NA,81,"High School","$25,000 or more","Catholic ","Exciting"
"242","Never Married",NA,NA,23,"Pretyy Happy",NA,"Pretyy Happy",28,"<High School","$25,000 or more","Protestant","Routine"
"243","Married","Yes","No ",25,"Not Too Happy","Pretyy Happy",NA,70,"Associate","$25,000 or more","Protestant","Exciting"
"244","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,44,"High School","$25,000 or more","None","Routine"
"245","Married","No ","No ",NA,"Not Too Happy","Very Happy",NA,41,"Graduate","$25,000 or more","Jewish ","Routine"
"246","Never Married",NA,NA,27,"Not Too Happy",NA,NA,42,"High School","$25,000 or more","Catholic ","Routine"
"247","Separated",NA,"No ",17,"Pretyy Happy",NA,NA,41,"High School","$25,000 or more","None","Routine"
"248","Married","No ","No ",26,"Very Happy","Very Happy",NA,67,"High School","$25,000 or more","None","Routine"
"249","Married","No ","No ",18,"Not Too Happy","Very Happy",NA,71,"Associate","$25,000 or more","None","Routine"
"250","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,64,"Associate","$25,000 or more","Protestant","Dull"
"251","Widowed","No ",NA,20,"Not Too Happy",NA,NA,77,"Bachelors","$25,000 or more","Protestant","Exciting"
"252","Widowed","No ",NA,24,"Not Too Happy",NA,NA,70,"Graduate","$25,000 or more","Protestant","Exciting"
"253","Married","Yes","No ",16,"Pretyy Happy","Pretyy Happy",NA,72,"Associate","$25,000 or more","None","Routine"
"254","Married","No ","No ",36,"Pretyy Happy","Very Happy",NA,67,"High School","Refused","Protestant","Routine"
"255","Married","No ","No ",NA,"Pretyy Happy","Pretyy Happy",NA,36,"<High School","$25,000 or more","Protestant","Routine"
"256","Widowed","No ",NA,19,"Very Happy",NA,NA,67,"High School","$25,000 or more","Protestant","Routine"
"257","Married","No ","No ",35,"Pretyy Happy","Very Happy",NA,51,"Graduate","Refused","None","Exciting"
"258","Married","No ","No ",29,"Pretyy Happy","Very Happy",NA,34,"Graduate","$25,000 or more","None","Routine"
"259","Married","No ","No ",29,"Not Too Happy","Very Happy",NA,64,"Graduate","$25,000 or more","Protestant","Routine"
"260","Divorced",NA,"No ",NA,"Not Too Happy",NA,NA,67,"Bachelors","$10,000 to $14,999","None","Routine"
"261","Never Married",NA,NA,19,"Pretyy Happy",NA,"Not Too Happy",33,"Associate","$25,000 or more","Protestant","Routine"
"262","Married","Yes","No ",18,"Pretyy Happy","Pretyy Happy",NA,33,"Associate","$25,000 or more","Catholic ","Routine"
"263","Never Married",NA,NA,26,"Not Too Happy",NA,"Pretyy Happy",40,"High School","$10,000 to $14,999","None","Routine"
"264","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,51,"High School","$25,000 or more","Protestant","Routine"
"265","Divorced",NA,"Yes",18,"Not Too Happy",NA,NA,53,"Bachelors","$25,000 or more","Protestant","Routine"
"266","Married","No ","No ",26,"Very Happy","Very Happy",NA,33,"High School","$25,000 or more","Protestant","Routine"
"267","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,53,"High School","$25,000 or more","None","Dull"
"268","Never Married",NA,NA,28,"Not Too Happy",NA,NA,46,"Associate","$25,000 or more","Protestant","Routine"
"269","Married","No ","No ",NA,"Very Happy","Very Happy",NA,63,"Graduate","$25,000 or more","Catholic ","Exciting"
"270","Married","Yes","No ",17,"Pretyy Happy","Pretyy Happy",NA,71,"<High School","$25,000 or more","Protestant","Routine"
"271","Married","No ","No ",19,"Pretyy Happy","Very Happy",NA,46,"High School","$25,000 or more","Protestant","Routine"
"272","Divorced",NA,"No ",31,"Pretyy Happy",NA,NA,72,"High School","$25,000 or more","Protestant","Routine"
"273","Widowed","No ",NA,24,"Pretyy Happy",NA,NA,42,"Bachelors","$25,000 or more","None","Routine"
"274","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,44,"Bachelors","$25,000 or more","None","Routine"
"275","Married","No ","No ",28,"Very Happy","Very Happy",NA,43,"Graduate","$25,000 or more","Protestant","Routine"
"276","Never Married",NA,NA,23,"Pretyy Happy",NA,NA,39,"High School","$20,000 to $24,999","Christian","Routine"
"277","Married","Yes","No ",30,"Pretyy Happy","Very Happy",NA,75,"Graduate","$25,000 or more","Catholic ","Exciting"
"278","Never Married",NA,NA,NA,"Not Too Happy",NA,"Pretyy Happy",28,"Bachelors","$25,000 or more","Protestant","Routine"
"279","Divorced",NA,"No ",NA,"Pretyy Happy",NA,NA,56,"Associate","<$1,000","Protestant","Routine"
"280","Separated",NA,"No ",29,"Pretyy Happy",NA,"Very Happy",37,"Associate","$25,000 or more","None","Routine"
"281","Married","Yes","No ",34,"Pretyy Happy","Pretyy Happy",NA,49,"Bachelors","$25,000 or more","Protestant","Exciting"
"282","Married","No ","No ",NA,"Pretyy Happy","Pretyy Happy",NA,70,"Bachelors","$25,000 or more","None","Exciting"
"283","Divorced",NA,"No ",21,"Very Happy",NA,NA,78,"High School","$25,000 or more","Protestant","Routine"
"284","Married","Yes","No ",24,"Pretyy Happy","Very Happy",NA,74,"High School","$25,000 or more","Protestant","Exciting"
"285","Never Married",NA,NA,17,"Pretyy Happy",NA,NA,23,"High School","$7,000 to $7,999","None","Routine"
"286","Married","Yes","No ",29,"Not Too Happy","Very Happy",NA,76,"Bachelors","$25,000 or more","Protestant","Routine"
"287","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,22,"Associate","$15,000 to $19,999","None","Dull"
"288","Separated",NA,"No ",NA,"Pretyy Happy",NA,NA,54,"High School","$25,000 or more","Christian","Routine"
"289","Married","Yes","Yes",21,"Very Happy","Very Happy",NA,54,"High School","$25,000 or more","Protestant","Exciting"
"290","Married","Yes","No ",24,"Pretyy Happy","Pretyy Happy",NA,38,"Bachelors","$25,000 or more","Catholic ","Routine"
"291","Married","No ","No ",20,"Very Happy","Very Happy",NA,42,"Graduate","$25,000 or more","Protestant","Exciting"
"292","Never Married",NA,NA,20,"Pretyy Happy",NA,NA,37,"High School","$25,000 or more","Protestant","Routine"
"293","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,36,"High School","$10,000 to $14,999","None","Routine"
"294","Divorced",NA,"No ",33,"Pretyy Happy",NA,NA,62,"High School","$25,000 or more","Catholic ","Exciting"
"295","Married","No ","No ",21,"Very Happy","Very Happy",NA,80,"Graduate","$25,000 or more","Protestant","Exciting"
"296","Never Married",NA,NA,NA,"Very Happy",NA,"Very Happy",29,"Graduate","$3,000 to $3,999","Hinduism","Routine"
"297","Widowed","Yes",NA,25,"Very Happy",NA,"Very Happy",50,"Graduate","Refused","None","Exciting"
"298","Married","No ","No ",27,"Pretyy Happy","Pretyy Happy",NA,34,"High School","$25,000 or more","Orthodox-Christian","Routine"
"299","Married","Yes","Yes",20,"Pretyy Happy","Pretyy Happy",NA,66,"Bachelors","$25,000 or more","Protestant","Routine"
"300","Married","No ","No ",22,"Not Too Happy","Very Happy",NA,42,"High School","$25,000 or more","Protestant","Exciting"
"301","Married","Yes","No ",20,"Pretyy Happy","Pretyy Happy",NA,53,"Associate","$25,000 or more","Protestant","Routine"
"302","Divorced",NA,"No ",21,"Pretyy Happy",NA,"Pretyy Happy",41,"Associate","$25,000 or more","Christian","Routine"
"303","Never Married",NA,NA,20,"Pretyy Happy",NA,NA,28,"Associate","$25,000 or more","Protestant","Routine"
"304","Married","No ","No ",24,"Not Too Happy","Pretyy Happy",NA,41,"Associate","$25,000 or more","Christian","Routine"
"305","Widowed","No ",NA,19,"Not Too Happy",NA,NA,76,"High School","$25,000 or more","Protestant","Routine"
"306","Divorced",NA,"No ",26,"Not Too Happy",NA,NA,38,"<High School","$10,000 to $14,999","None","Dull"
"307","Never Married",NA,NA,NA,"Very Happy",NA,NA,29,"High School","$10,000 to $14,999","Protestant","Exciting"
"308","Married","No ","No ",27,"Pretyy Happy","Very Happy",NA,73,"High School","$25,000 or more","Catholic ","Routine"
"309","Divorced",NA,"No ",17,"Not Too Happy",NA,NA,35,"High School","$10,000 to $14,999","None","Dull"
"310","Married","Yes","No ",28,"Pretyy Happy","Very Happy",NA,53,"Associate","$15,000 to $19,999","Orthodox-Christian","Routine"
"311","Divorced",NA,"No ",37,"Not Too Happy",NA,NA,53,"High School","$25,000 or more","None","Routine"
"312","Married","No ","No ",36,"Pretyy Happy","Very Happy",NA,48,"Associate","$25,000 or more","None","Exciting"
"313","Married","No ","No ",17,"Pretyy Happy","Very Happy",NA,69,"High School","<$1,000","Protestant","Routine"
"314","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,31,"Graduate","$25,000 or more","None","Dull"
"315","Married","No ","No ",24,"Pretyy Happy","Pretyy Happy",NA,49,"Graduate","Refused","None","Routine"
"316","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,26,"High School","$15,000 to $19,999","None","Routine"
"317","Married","Yes","No ",30,"Not Too Happy","Pretyy Happy",NA,69,"Associate","$25,000 or more","None","Routine"
"318","Married","No ","No ",23,"Pretyy Happy","Very Happy",NA,25,"High School","$25,000 or more","Protestant","Routine"
"319","Never Married",NA,NA,23,"Pretyy Happy",NA,NA,25,"Associate","$10,000 to $14,999","Protestant","Routine"
"320","Married","No ","Yes",21,"Pretyy Happy","Very Happy",NA,82,"Bachelors","$20,000 to $24,999","Protestant","Exciting"
"321","Married","Yes","No ",21,"Pretyy Happy","Pretyy Happy",NA,76,"High School","$25,000 or more","None","Routine"
"322","Married","No ","No ",18,"Pretyy Happy","Very Happy",NA,35,"High School","$25,000 or more","None","Routine"
"323","Married","Yes","No ",22,"Very Happy","Very Happy",NA,76,"High School","$25,000 or more","Protestant","Routine"
"324","Married","No ","No ",19,"Very Happy","Very Happy",NA,31,"High School","$25,000 or more","Catholic ","Exciting"
"325","Married","No ","No ",29,"Very Happy","Very Happy",NA,50,"Graduate","Refused","Catholic ","Exciting"
"326","Married","No ","No ",23,"Not Too Happy","Pretyy Happy",NA,52,"High School","$25,000 or more","None","Routine"
"327","Married","No ","No ",20,"Very Happy","Very Happy",NA,84,"High School","$25,000 or more","Christian","Exciting"
"328","Married","No ","No ",17,"Pretyy Happy","Very Happy",NA,41,"Bachelors","$25,000 or more","Other","Routine"
"329","Married","No ","No ",27,"Very Happy","Very Happy",NA,28,"Bachelors","$25,000 or more","Catholic ","Routine"
"330","Married","No ","No ",20,"Not Too Happy","Very Happy",NA,69,"High School","$25,000 or more","Catholic ","Routine"
"331","Married","Yes","No ",30,"Pretyy Happy","Not Too Happy",NA,44,"High School","$10,000 to $14,999","Protestant","Routine"
"332","Married","No ","No ",19,"Very Happy","Very Happy",NA,69,"High School","$25,000 or more","Protestant","Routine"
"333","Married","No ","No ",23,"Pretyy Happy","Very Happy",NA,63,"Bachelors","$25,000 or more","Protestant","Exciting"
"334","Married","No ","No ",22,"Pretyy Happy","Pretyy Happy",NA,75,"High School","$25,000 or more","Protestant","Routine"
"335","Married","Yes","No ",17,"Pretyy Happy","Very Happy",NA,53,"<High School","Refused","Protestant","Routine"
"336","Divorced",NA,"No ",34,"Pretyy Happy",NA,NA,66,"Associate","$25,000 or more","Protestant","Routine"
"337","Married","No ","No ",33,"Pretyy Happy","Pretyy Happy",NA,81,"Bachelors","$25,000 or more","Catholic ","Routine"
"338","Widowed","No ",NA,27,"Very Happy",NA,"Pretyy Happy",89,"High School","$25,000 or more","Protestant","Routine"
"339","Divorced",NA,"No ",24,"Very Happy",NA,"Very Happy",69,"High School","$25,000 or more","Protestant","Exciting"
"340","Never Married",NA,NA,23,"Not Too Happy",NA,NA,70,"High School","$10,000 to $14,999","Protestant","Exciting"
"341","Widowed","No ",NA,NA,"Not Too Happy",NA,NA,70,"High School","$15,000 to $19,999","Protestant","Dull"
"342","Never Married",NA,NA,30,"Pretyy Happy",NA,"Pretyy Happy",38,"High School","Refused","Catholic ","Exciting"
"343","Married","No ","No ",37,"Pretyy Happy","Pretyy Happy",NA,51,"Graduate","Refused","Catholic ","Routine"
"344","Married","No ","No ",21,"Pretyy Happy","Very Happy",NA,79,"High School","$25,000 or more","Catholic ","Routine"
"345","Widowed","Yes",NA,22,"Pretyy Happy",NA,NA,80,"High School","$15,000 to $19,999","None","Routine"
"346","Never Married",NA,NA,21,"Pretyy Happy",NA,NA,30,"High School","$25,000 or more","Protestant","Routine"
"347","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,33,"High School","$10,000 to $14,999","None","Routine"
"348","Married","No ","No ",28,"Very Happy","Very Happy",NA,29,"Associate","$15,000 to $19,999","Catholic ","Routine"
"349","Never Married",NA,NA,22,"Pretyy Happy",NA,NA,61,"High School","$15,000 to $19,999","Catholic ","Routine"
"350","Married","No ","No ",21,"Pretyy Happy","Pretyy Happy",NA,46,"High School","$20,000 to $24,999","Catholic ","Routine"
"351","Married","No ","No ",21,"Pretyy Happy","Very Happy",NA,39,"Associate","$25,000 or more","Protestant","Routine"
"352","Divorced",NA,"No ",NA,"Pretyy Happy",NA,NA,51,"High School","$25,000 or more","Protestant","Exciting"
"353","Never Married",NA,NA,18,"Very Happy",NA,"Very Happy",23,"Associate","$6,000 to $6,999","Catholic ","Exciting"
"354","Married","No ","No ",36,"Very Happy","Very Happy",NA,55,"Graduate","$25,000 or more","Protestant","Exciting"
"355","Never Married",NA,NA,NA,"Very Happy",NA,NA,59,"Graduate","$25,000 or more","None","Exciting"
"356","Divorced",NA,"No ",NA,"Not Too Happy",NA,NA,61,"Graduate","$25,000 or more","Inter-Nondenominational","Routine"
"357","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,33,"Bachelors","<$1,000","None","Routine"
"358","Married","No ","No ",NA,"Very Happy","Very Happy",NA,25,"Bachelors","$25,000 or more","Catholic ","Routine"
"359","Married","No ","No ",26,"Pretyy Happy","Not Too Happy",NA,65,"High School","$25,000 or more","Protestant","Routine"
"360","Married","No ","No ",NA,"Very Happy","Very Happy",NA,61,"Graduate","$25,000 or more","Catholic ","Routine"
"361","Widowed","No ",NA,20,"Not Too Happy",NA,NA,67,"High School","$20,000 to $24,999","Catholic ","Exciting"
"362","Married","No ","No ",NA,"Pretyy Happy","Very Happy",NA,27,"Graduate","$25,000 or more","Catholic ","Exciting"
"363","Married","Yes","No ",NA,"Not Too Happy","Pretyy Happy",NA,50,"Graduate","$25,000 or more","None","Routine"
"364","Married","No ","No ",29,"Pretyy Happy","Very Happy",NA,72,"Bachelors","$25,000 or more","None","Exciting"
"365","Married","No ","No ",35,"Not Too Happy","Pretyy Happy",NA,71,"Bachelors","$25,000 or more","Protestant","Exciting"
"366","Married","No ","No ",NA,"Pretyy Happy","Not Too Happy",NA,56,"Graduate","Refused","Protestant","Exciting"
"367","Divorced",NA,"No ",NA,"Pretyy Happy",NA,NA,35,"Bachelors","$25,000 or more","Protestant","Exciting"
"368","Married","No ","No ",24,"Not Too Happy","Pretyy Happy",NA,72,"High School","$25,000 or more","Catholic ","Routine"
"369","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,28,"Bachelors","$25,000 or more","None","Dull"
"370","Married","No ","No ",NA,"Pretyy Happy","Very Happy",NA,32,"Graduate","$25,000 or more","None","Routine"
"371","Never Married",NA,NA,17,"Not Too Happy",NA,NA,43,"High School","$15,000 to $19,999","Protestant","Routine"
"372","Married","No ","No ",29,"Not Too Happy","Very Happy",NA,47,"Bachelors","Refused","Catholic ","Routine"
"373","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,46,"High School","$25,000 or more","Catholic ","Routine"
"374","Divorced",NA,"No ",28,"Pretyy Happy",NA,NA,62,"Graduate","$25,000 or more","Protestant","Exciting"
"375","Married","Yes","No ",NA,"Not Too Happy","Not Too Happy",NA,55,"High School","$25,000 or more","Catholic ","Routine"
"376","Divorced",NA,"No ",19,"Not Too Happy",NA,NA,71,"High School","$25,000 or more","Protestant","Routine"
"377","Widowed","No ",NA,18,"Pretyy Happy",NA,NA,85,"High School","$25,000 or more","Catholic ","Routine"
"378","Married","No ","No ",24,"Very Happy","Very Happy",NA,76,"Associate","$25,000 or more","None","Exciting"
"379","Divorced",NA,"No ",29,"Pretyy Happy",NA,"Very Happy",35,"Graduate","$25,000 or more","Catholic ","Routine"
"380","Never Married",NA,NA,25,"Very Happy",NA,"Very Happy",28,"Bachelors","$25,000 or more","Protestant","Exciting"
"381","Married","Yes","No ",23,"Very Happy","Very Happy",NA,69,"Associate","$25,000 or more","Protestant","Exciting"
"382","Widowed","Yes",NA,25,"Not Too Happy",NA,NA,77,"Graduate","$25,000 or more","Protestant","Routine"
"383","Married","No ","No ",35,"Pretyy Happy","Pretyy Happy",NA,43,"Associate","$25,000 or more","Protestant","Routine"
"384","Married","No ","No ",32,"Not Too Happy","Not Too Happy",NA,75,"High School","$25,000 or more","Catholic ","Routine"
"385","Married","Yes","No ",23,"Very Happy","Very Happy",NA,76,"Graduate","$25,000 or more","None","Exciting"
"386","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,31,"High School","$25,000 or more","None","Routine"
"387","Married","No ","No ",29,"Pretyy Happy","Pretyy Happy",NA,48,"Graduate","Refused","Buddhism","Routine"
"388","Never Married",NA,NA,NA,"Pretyy Happy",NA,"Very Happy",23,"High School","$10,000 to $14,999","None","Routine"
"389","Never Married",NA,NA,NA,"Pretyy Happy",NA,"Pretyy Happy",31,"Graduate","$25,000 or more","None","Routine"
"390","Divorced",NA,"No ",30,"Very Happy",NA,"Very Happy",47,"High School","$25,000 or more","Catholic ","Exciting"
"391","Widowed","Yes",NA,23,"Very Happy",NA,"Very Happy",89,"Bachelors","$25,000 or more","Protestant","Routine"
"392","Married","No ","No ",21,"Not Too Happy","Very Happy",NA,60,"High School","$25,000 or more","Protestant","Exciting"
"393","Widowed","No ",NA,23,"Pretyy Happy",NA,NA,89,"<High School","$25,000 or more","Catholic ","Routine"
"394","Divorced",NA,"No ",27,"Not Too Happy",NA,NA,53,"High School","$25,000 or more","None","Routine"
"395","Married","No ","No ",18,"Pretyy Happy","Very Happy",NA,60,"High School","$25,000 or more","Protestant","Exciting"
"396","Divorced",NA,"No ",20,"Not Too Happy",NA,NA,54,"High School","$10,000 to $14,999","Jewish ","Routine"
"397","Widowed","Yes",NA,19,"Very Happy",NA,NA,73,"Bachelors","$15,000 to $19,999","Protestant","Routine"
"398","Married","Yes","No ",19,"Pretyy Happy","Very Happy",NA,49,"High School","$25,000 or more","Protestant","Routine"
"399","Never Married",NA,NA,18,"Pretyy Happy",NA,"Not Too Happy",30,"High School","$15,000 to $19,999","Catholic ","Routine"
"400","Widowed","Yes",NA,27,"Not Too Happy",NA,NA,67,"Bachelors","$25,000 or more","Protestant","Routine"
"401","Married","No ","No ",22,"Very Happy","Very Happy",NA,37,"Graduate","$7,000 to $7,999","Protestant","Exciting"
"402","Never Married",NA,NA,18,"Very Happy",NA,NA,26,"Associate","$25,000 or more","Buddhism","Exciting"
